wxDVFileHeaderVer.1
base (2) - Energy Use| Total,base (2) - Energy Use| Net,base (2) - Fuel Use| Electricity: Total,base (2) - Fuel Use| Electricity: Net,base (2) - Fuel Use| Natural Gas: Total,base (2) - End Use| Electricity: Heating,base (2) - End Use| Electricity: Heating Fans/Pumps,base (2) - End Use| Electricity: Heating Heat Pump Backup,base (2) - End Use| Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - End Use| Electricity: Cooling,base (2) - End Use| Electricity: Cooling Fans/Pumps,base (2) - End Use| Electricity: Lighting Interior,base (2) - End Use| Electricity: Lighting Garage,base (2) - End Use| Electricity: Lighting Exterior,base (2) - End Use| Electricity: Mech Vent,base (2) - End Use| Electricity: Refrigerator,base (2) - End Use| Electricity: Dishwasher,base (2) - End Use| Electricity: Clothes Washer,base (2) - End Use| Electricity: Clothes Dryer,base (2) - End Use| Electricity: Range/Oven,base (2) - End Use| Electricity: Television,base (2) - End Use| Electricity: Plug Loads,base (2) - End Use| Electricity: Battery,base (2) - End Use| Natural Gas: Hot Water,base (2) - Emissions| CO2e: BEopt: Total,base (2) - Emissions| CO2e: BEopt: Net,base (2) - Emissions| CO2e: BEopt: Electricity: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Net,base (2) - Emissions| CO2e: BEopt: Natural Gas: Total,base (2) - Emissions| CO2e: BEopt: Electricity: Heating,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup,base (2) - Emissions| CO2e: BEopt: Electricity: Heating Heat Pump Backup Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling,base (2) - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Interior,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Garage,base (2) - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,base (2) - Emissions| CO2e: BEopt: Electricity: Mech Vent,base (2) - Emissions| CO2e: BEopt: Electricity: Refrigerator,base (2) - Emissions| CO2e: BEopt: Electricity: Dishwasher,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Washer,base (2) - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,base (2) - Emissions| CO2e: BEopt: Electricity: Range/Oven,base (2) - Emissions| CO2e: BEopt: Electricity: Television,base (2) - Emissions| CO2e: BEopt: Electricity: Plug Loads,base (2) - Emissions| CO2e: BEopt: Electricity: Battery,base (2) - Emissions| CO2e: BEopt: Natural Gas: Hot Water,base (2) - Hot Water| Clothes Washer,base (2) - Hot Water| Dishwasher,base (2) - Hot Water| Fixtures,base (2) - Hot Water| Distribution Waste,base (2) - Load| Heating: Delivered,base (2) - Load| Heating: Heat Pump Backup,base (2) - Load| Cooling: Delivered,base (2) - Load| Hot Water: Delivered,base (2) - Load| Hot Water: Tank Losses,base (2) - Component Load| Heating: Roofs,base (2) - Component Load| Heating: Ceilings,base (2) - Component Load| Heating: Walls,base (2) - Component Load| Heating: Doors,base (2) - Component Load| Heating: Windows Conduction,base (2) - Component Load| Heating: Windows Solar,base (2) - Component Load| Heating: Floors,base (2) - Component Load| Heating: Internal Mass,base (2) - Component Load| Heating: Infiltration,base (2) - Component Load| Heating: Mechanical Ventilation,base (2) - Component Load| Heating: Ducts,base (2) - Component Load| Heating: Internal Gains,base (2) - Component Load| Heating: Lighting,base (2) - Component Load| Cooling: Roofs,base (2) - Component Load| Cooling: Ceilings,base (2) - Component Load| Cooling: Walls,base (2) - Component Load| Cooling: Doors,base (2) - Component Load| Cooling: Windows Conduction,base (2) - Component Load| Cooling: Windows Solar,base (2) - Component Load| Cooling: Floors,base (2) - Component Load| Cooling: Internal Mass,base (2) - Component Load| Cooling: Infiltration,base (2) - Component Load| Cooling: Natural Ventilation,base (2) - Component Load| Cooling: Mechanical Ventilation,base (2) - Component Load| Cooling: Ducts,base (2) - Component Load| Cooling: Internal Gains,base (2) - Component Load| Cooling: Lighting,base (2) - Unmet Hours| Heating,base (2) - Unmet Hours| Cooling,base (2) - Unmet Hours| EV Driving,base (2) - Temperature| Garage,base (2) - Temperature| Conditioned Space,base (2) - Temperature| Basement - Unconditioned,base (2) - Temperature| Attic - Vented,base (2) - Temperature| Crawlspace - Unvented,base (2) - Temperature| Heating Setpoint,base (2) - Temperature| Cooling Setpoint,base (2) - Airflow| Infiltration,base (2) - Airflow| Mechanical Ventilation,base (2) - Airflow| Natural Ventilation,base (2) - Weather| Drybulb Temperature,base (2) - Weather| Wetbulb Temperature,base (2) - Weather| Relative Humidity,base (2) - Weather| Wind Speed,base (2) - Weather| Diffuse Solar Radiation,base (2) - Weather| Direct Solar Radiation,base (2) - Resilience| Battery
5.744,5.744,1.251,1.251,1.476,0.283,0.051,0.0,0.0,0.0,0.0,0.232,0.006,0.016,0.032,0.041,0.01,0.006,0.09,0.059,0.098,0.329,0.0,1.476,1.13214,1.13214,0.95941,0.95941,0.17274,0.21693,0.03918,0.0,0.0,0.0,0.0,0.17756,0.00437,0.0126,0.02418,0.03126,0.00731,0.0043,0.06926,0.0453,0.07486,0.25228,0.0,0.17274,0.128,0.102,0.782,0.269,3.444,0.0,0.0,0.707,0.262,0.6,0.123,2.096,0.037,0.711,-0.844,0.555,0.387,0.203,1.634,0.483,-1.75,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,71.0,71.05,60.861,66.498,71.0,76.0,11.925,96.206,0.0,55.04,53.859,93.0,12.751,51.037,1.268,5.0
6.105,6.105,1.355,1.355,1.481,0.259,0.047,0.0,0.0,0.0,0.0,0.282,0.007,0.021,0.032,0.044,0.01,0.005,0.081,0.123,0.102,0.343,0.0,1.481,1.21278,1.21278,1.0395,1.0395,0.17328,0.19837,0.03583,0.0,0.0,0.0,0.0,0.21654,0.00521,0.01584,0.02418,0.03355,0.00731,0.00414,0.06245,0.09471,0.07812,0.26325,0.0,0.17328,0.123,0.102,0.939,0.323,3.147,0.0,0.0,0.82,0.261,0.551,0.117,2.03,0.04,0.872,-0.743,0.59,0.369,0.298,1.624,0.429,-2.066,-0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.676,71.0,70.986,60.432,66.548,71.0,76.0,17.514,95.605,0.0,55.04,53.345,90.0,17.224,17.752,25.36,5.0
6.888,6.888,1.582,1.582,1.491,0.269,0.049,0.0,0.0,0.0,0.0,0.367,0.01,0.026,0.032,0.048,0.012,0.005,0.08,0.201,0.11,0.372,0.0,1.491,1.38763,1.38763,1.21323,1.21323,0.17439,0.2066,0.03776,0.0,0.0,0.0,0.0,0.28151,0.0074,0.02016,0.02418,0.0366,0.00942,0.00406,0.06131,0.15442,0.08463,0.28519,0.0,0.17439,0.12,0.131,1.221,0.42,3.244,0.0,0.0,1.044,0.263,0.427,0.095,1.889,0.05,1.433,0.004,0.488,0.086,0.268,1.833,0.393,-2.469,-1.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.174,71.0,70.896,58.932,66.579,71.0,76.0,13.926,95.505,0.0,53.06,51.423,90.0,13.869,0.0,0.0,5.0
7.275,7.275,1.694,1.694,1.496,0.276,0.051,0.0,0.0,0.0,0.0,0.486,0.018,0.03,0.032,0.05,0.022,0.005,0.076,0.157,0.112,0.379,0.0,1.496,1.47408,1.47408,1.29901,1.29901,0.17506,0.21201,0.03901,0.0,0.0,0.0,0.0,0.37245,0.01412,0.02304,0.02418,0.03813,0.01673,0.00406,0.05791,0.12045,0.08625,0.29067,0.0,0.17506,0.12,0.233,1.316,0.452,3.311,0.0,0.0,1.169,0.264,0.461,0.102,2.083,0.063,1.543,0.005,0.505,0.112,0.249,1.948,0.406,-2.507,-1.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.47,71.0,70.816,57.194,66.586,71.0,76.0,12.198,95.204,0.0,51.98,48.215,77.0,11.632,0.0,0.0,5.0
8.91,8.91,1.737,1.737,2.982,0.299,0.055,0.0,0.0,0.0,0.0,0.593,0.026,0.032,0.032,0.048,0.028,0.005,0.076,0.081,0.106,0.358,0.0,2.982,1.68144,1.68144,1.33254,1.33254,0.3489,0.22969,0.04251,0.0,0.0,0.0,0.0,0.45474,0.01967,0.02448,0.02418,0.0366,0.02134,0.00406,0.05791,0.06177,0.08137,0.27422,0.0,0.3489,0.12,0.297,1.319,0.453,3.573,0.0,0.0,1.204,0.267,0.515,0.104,2.357,0.072,1.558,0.006,0.496,0.045,0.317,2.046,0.415,-2.333,-2.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.703,71.0,70.756,55.62,66.569,71.0,76.0,14.787,95.204,0.0,51.08,46.03,69.0,13.869,0.0,0.0,5.0
7.51,7.51,1.758,1.758,1.51,0.349,0.065,0.0,0.0,0.0,0.0,0.621,0.025,0.033,0.032,0.047,0.023,0.005,0.077,0.047,0.1,0.336,0.0,1.51,1.52529,1.52529,1.34857,1.34857,0.17672,0.26742,0.04985,0.0,0.0,0.0,0.0,0.47639,0.019,0.0252,0.02418,0.03584,0.0173,0.00406,0.05904,0.03603,0.07649,0.25777,0.0,0.17672,0.12,0.241,1.311,0.451,4.143,0.0,0.0,1.174,0.272,0.587,0.105,2.613,0.076,1.598,0.006,0.472,-0.091,0.441,2.164,0.449,-2.155,-2.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.012,71.0,70.723,54.366,66.534,71.0,76.0,19.477,95.305,0.0,50.0,45.885,74.0,17.224,0.0,0.0,5.0
7.014,7.014,1.618,1.618,1.494,0.413,0.077,0.0,0.0,0.0,0.0,0.446,0.021,0.031,0.032,0.046,0.017,0.005,0.08,0.034,0.095,0.322,0.0,1.494,1.41561,1.41561,1.24084,1.24084,0.17477,0.31696,0.05909,0.0,0.0,0.0,0.0,0.34214,0.01614,0.0234,0.02418,0.03508,0.01288,0.00389,0.06131,0.02574,0.07324,0.2468,0.0,0.17477,0.115,0.179,1.281,0.44,4.922,0.0,0.0,1.114,0.274,0.619,0.1,2.752,0.078,1.589,0.004,0.413,-0.344,0.528,2.17,0.521,-1.984,-1.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.483,71.0,70.743,53.582,66.495,71.0,76.0,23.313,95.505,0.0,50.0,46.377,77.0,19.685,0.0,0.0,5.0
6.361,6.361,1.431,1.431,1.48,0.537,0.098,0.0,0.0,0.0,0.0,0.226,0.014,0.026,0.032,0.044,0.011,0.003,0.065,0.021,0.085,0.286,0.0,1.48,1.28367,1.28367,1.11052,1.11052,0.17315,0.41151,0.07527,0.0,0.0,0.0,0.0,0.17323,0.01059,0.02016,0.02418,0.03355,0.00846,0.00265,0.04996,0.01647,0.0651,0.21938,0.0,0.17315,0.079,0.118,0.908,0.312,6.146,0.0,0.0,0.781,0.276,0.626,0.095,2.824,0.079,1.787,0.002,0.336,-0.622,0.509,2.36,0.617,-1.697,-0.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.037,71.0,70.813,52.528,66.444,71.0,76.0,20.453,94.503,0.0,48.02,44.537,77.0,17.224,0.0,0.0,6.0
6.047,6.047,1.341,1.341,1.471,0.626,0.116,0.0,0.0,0.0,0.0,0.102,0.009,0.022,0.032,0.041,0.008,0.002,0.036,0.015,0.076,0.257,0.0,1.471,1.20005,1.20005,1.028,1.028,0.17205,0.48009,0.08906,0.0,0.0,0.0,0.0,0.07796,0.00656,0.01692,0.02418,0.03126,0.00596,0.00141,0.02725,0.01132,0.05859,0.19744,0.0,0.17205,0.042,0.083,0.66,0.227,7.199,0.0,0.0,0.556,0.276,0.694,0.106,2.998,0.084,1.769,0.001,0.298,-0.691,0.515,2.423,0.767,-1.418,-0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.594,71.0,70.952,51.48,66.381,71.0,76.0,19.721,92.499,0.0,46.94,43.989,80.0,16.106,0.0,0.0,6.0
4.609,4.609,1.351,1.351,0.0,0.702,0.131,0.0,0.0,0.0,0.0,0.068,0.005,0.019,0.032,0.04,0.004,0.001,0.015,0.009,0.074,0.25,0.0,0.0,1.03532,1.03532,1.03532,1.03532,0.0,0.53857,0.10072,0.0,0.0,0.0,0.0,0.05197,0.00387,0.0144,0.02418,0.0305,0.00288,0.00074,0.01135,0.00721,0.05696,0.19195,0.0,0.0,0.022,0.04,0.344,0.118,8.072,0.0,0.0,0.29,0.283,0.784,0.122,3.216,0.088,1.9,0.001,0.28,-0.665,0.593,2.478,0.891,-1.386,-0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.125,71.0,71.132,50.456,66.311,71.0,76.0,21.894,91.097,0.0,46.04,43.586,83.0,17.224,0.0,0.0,5.0
4.607,4.607,1.35,1.35,0.0,0.737,0.138,0.0,0.0,0.0,0.0,0.056,0.004,0.017,0.032,0.039,0.002,0.001,0.009,0.009,0.07,0.236,0.0,0.0,1.03527,1.03527,1.03527,1.03527,0.0,0.56505,0.10584,0.0,0.0,0.0,0.0,0.04331,0.00319,0.01332,0.02418,0.02974,0.00135,0.00058,0.00681,0.00721,0.05371,0.18099,0.0,0.0,0.017,0.019,0.156,0.054,8.492,0.0,0.0,0.136,0.278,0.886,0.14,3.448,0.091,1.818,0.001,0.274,-0.588,0.483,2.466,0.991,-1.326,-0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.719,71.0,71.319,49.911,66.242,71.0,76.0,17.806,90.696,0.0,46.04,43.586,83.0,13.869,0.0,0.0,5.0
6.19,6.19,1.389,1.389,1.452,0.785,0.147,0.0,0.0,0.0,0.0,0.056,0.003,0.017,0.032,0.038,0.001,0.0,0.006,0.005,0.068,0.229,0.0,1.452,1.23454,1.23454,1.06468,1.06468,0.16985,0.60189,0.11295,0.0,0.0,0.0,0.0,0.04331,0.00252,0.01332,0.02418,0.02898,0.00096,0.00033,0.00454,0.00412,0.05208,0.1755,0.0,0.16985,0.01,0.013,0.094,0.032,9.078,0.0,0.0,0.083,0.286,0.967,0.154,3.629,0.092,1.906,0.001,0.261,-0.551,0.598,2.46,1.034,-1.283,-0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.369,71.0,71.465,49.388,66.178,71.0,76.0,22.079,90.496,0.0,46.04,42.692,77.0,17.224,0.0,0.0,5.0
4.829,4.829,1.415,1.415,0.0,0.819,0.154,0.0,0.0,0.0,0.0,0.056,0.004,0.016,0.032,0.037,0.001,0.0,0.003,0.005,0.066,0.222,0.0,0.0,1.08519,1.08519,1.08519,1.08519,0.0,0.62823,0.11803,0.0,0.0,0.0,0.0,0.04331,0.00286,0.0126,0.02418,0.02821,0.00058,0.00033,0.00227,0.00412,0.05045,0.17002,0.0,0.0,0.01,0.008,0.156,0.054,9.498,0.0,0.0,0.126,0.286,1.051,0.169,3.79,0.093,1.848,0.001,0.257,-0.484,0.645,2.458,1.098,-1.239,-0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.091,71.0,71.583,49.002,66.118,71.0,76.0,23.814,90.295,0.0,46.04,41.787,71.0,18.343,0.0,0.0,4.0
6.44,6.44,1.459,1.459,1.462,0.837,0.157,0.0,0.0,0.0,0.0,0.062,0.005,0.016,0.032,0.036,0.001,0.001,0.006,0.009,0.068,0.229,0.0,1.462,1.28987,1.28987,1.11881,1.11881,0.17106,0.6422,0.12072,0.0,0.0,0.0,0.0,0.04764,0.00353,0.0126,0.02418,0.02745,0.00058,0.00058,0.00454,0.00721,0.05208,0.1755,0.0,0.17106,0.017,0.008,0.439,0.151,9.72,0.0,0.0,0.34,0.285,1.123,0.182,3.913,0.093,1.847,0.001,0.256,-0.418,0.6,2.46,1.143,-1.271,-0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.891,71.0,71.682,48.842,66.063,71.0,76.0,22.15,90.496,0.0,46.04,42.24,74.0,17.224,0.0,0.0,4.0
-11.979,-11.979,-3.95,-3.95,1.5,0.905,0.172,0.0,0.0,0.0,0.0,0.102,0.007,0.018,0.032,0.036,0.003,0.001,0.009,0.015,0.07,0.236,-5.555,1.5,-2.85494,-2.85494,-3.0304,-3.0304,0.17547,0.69387,0.13191,0.0,0.0,0.0,0.0,0.07796,0.00521,0.01404,0.02418,0.02745,0.00192,0.00091,0.00681,0.01132,0.05371,0.18099,-4.26068,0.17547,0.027,0.027,1.627,0.559,10.386,0.0,0.0,1.239,0.287,1.18,0.193,4.005,0.094,2.038,0.001,0.26,-0.353,0.962,2.67,1.165,-1.486,-0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.639,71.0,71.747,47.974,65.998,71.0,76.0,32.81,90.696,0.0,44.06,41.704,83.0,23.04,0.0,0.0,2.0
-4.636,-4.636,-2.437,-2.437,3.681,0.917,0.175,0.0,0.0,0.0,0.0,0.169,0.009,0.021,0.032,0.038,0.005,0.002,0.024,0.034,0.079,0.265,-4.206,3.681,-1.43891,-1.43891,-1.8696,-1.8696,0.43069,0.70314,0.13445,0.0,0.0,0.0,0.0,0.12993,0.00706,0.01584,0.02418,0.02898,0.00385,0.00182,0.01817,0.02574,0.06022,0.20292,-3.22588,0.43069,0.054,0.054,3.704,1.273,10.445,0.0,0.0,2.804,0.287,1.249,0.208,4.139,0.099,2.108,0.002,0.282,-0.232,0.947,2.817,1.239,-1.837,-0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.796,71.0,71.815,47.114,65.928,71.0,76.0,30.941,91.698,0.0,42.98,41.092,86.0,21.922,0.0,0.0,0.0
11.414,11.414,2.12,2.12,4.181,0.948,0.182,0.0,0.0,0.0,0.0,0.215,0.009,0.019,0.032,0.04,0.008,0.005,0.047,0.056,0.089,0.3,0.169,4.181,2.11478,2.11478,1.62562,1.62562,0.48916,0.72706,0.1398,0.0,0.0,0.0,0.0,0.16457,0.00689,0.01476,0.02418,0.0305,0.00596,0.00406,0.03633,0.04324,0.06835,0.23034,0.12956,0.48916,0.12,0.083,3.656,1.257,10.748,0.0,0.0,2.834,0.288,1.284,0.215,4.256,0.103,2.179,0.002,0.288,-0.193,0.982,2.968,1.241,-1.847,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.806,71.0,71.863,46.339,65.857,71.0,76.0,30.993,93.301,0.0,42.08,39.826,83.0,21.922,0.0,0.0,0.0
10.07,10.07,2.041,2.041,3.105,0.973,0.188,0.0,0.0,0.0,0.0,0.232,0.007,0.015,0.032,0.041,0.015,0.008,0.071,0.062,0.091,0.307,0.0,3.105,1.92865,1.92865,1.56542,1.56542,0.36324,0.74622,0.14445,0.0,0.0,0.0,0.0,0.17756,0.00572,0.01116,0.02418,0.03126,0.01115,0.00604,0.0545,0.04736,0.06998,0.23583,0.0,0.36324,0.179,0.155,2.977,1.023,10.958,0.0,0.0,2.395,0.287,1.331,0.224,4.401,0.106,2.144,-0.176,0.301,-0.145,0.832,3.14,1.273,-1.686,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.24,71.0,71.899,45.813,65.787,71.0,76.0,25.269,94.904,0.0,41.0,38.667,82.0,18.343,12.68,0.317,0.0
10.212,10.212,2.095,2.095,3.063,0.992,0.192,0.0,0.0,0.0,0.0,0.232,0.006,0.012,0.032,0.041,0.016,0.009,0.101,0.064,0.091,0.307,0.0,3.063,1.96529,1.96529,1.60695,1.60695,0.35834,0.7607,0.14731,0.0,0.0,0.0,0.0,0.17756,0.00488,0.009,0.02418,0.03126,0.0125,0.00712,0.07721,0.04941,0.06998,0.23583,0.0,0.35834,0.211,0.174,2.317,0.796,11.183,0.0,0.0,1.935,0.29,1.375,0.232,4.525,0.107,2.07,-0.329,0.314,-0.114,0.891,3.208,1.295,-1.602,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.674,71.0,71.934,45.614,65.726,71.0,76.0,27.025,96.908,0.0,41.0,39.194,86.0,19.685,22.19,3.487,0.0
10.055,10.055,2.058,2.058,3.032,0.97,0.186,0.0,0.0,0.0,0.0,0.22,0.006,0.011,0.032,0.04,0.014,0.009,0.115,0.056,0.091,0.307,0.0,3.032,1.93354,1.93354,1.57877,1.57877,0.35477,0.74363,0.14304,0.0,0.0,0.0,0.0,0.1689,0.00454,0.00864,0.02418,0.0305,0.01077,0.00695,0.08857,0.04324,0.06998,0.23583,0.0,0.35477,0.206,0.15,1.882,0.647,11.005,0.0,0.0,1.592,0.291,1.477,0.252,4.692,0.105,1.739,-0.834,0.367,0.086,1.024,3.117,1.319,-1.59,-0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.504,71.0,71.983,46.093,65.686,71.0,76.0,32.304,97.91,0.0,42.08,39.827,83.0,23.04,58.011,0.634,0.0
8.574,8.574,2.073,2.073,1.501,0.972,0.188,0.0,0.0,0.0,0.0,0.209,0.005,0.011,0.032,0.04,0.012,0.008,0.12,0.067,0.093,0.315,0.0,1.501,1.76537,1.76537,1.58974,1.58974,0.17563,0.74582,0.14434,0.0,0.0,0.0,0.0,0.16024,0.0042,0.00864,0.02418,0.0305,0.00923,0.00621,0.09197,0.05147,0.07161,0.24131,0.0,0.17563,0.184,0.129,1.47,0.505,10.95,0.0,0.0,1.267,0.293,1.472,0.253,4.637,0.098,1.762,-0.936,0.377,0.081,1.008,3.253,1.297,-1.641,-0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.657,71.0,72.01,46.567,65.659,71.0,76.0,30.561,98.21,0.0,41.0,39.195,86.0,21.922,65.302,2.536,0.0
27.688,27.688,7.679,7.679,1.488,1.011,0.198,0.059,0.0,0.0,0.0,0.203,0.005,0.012,0.032,0.042,0.01,0.007,0.11,0.077,0.095,0.322,5.555,1.488,6.1083,6.1083,5.93426,5.93426,0.17404,0.77536,0.15182,0.04522,0.0,0.0,0.0,0.15591,0.00353,0.00936,0.02418,0.03203,0.00788,0.00555,0.08402,0.05868,0.07324,0.2468,4.26069,0.17404,0.165,0.11,1.064,0.366,11.098,0.0,0.0,0.943,0.292,1.376,0.24,4.432,0.096,2.022,-0.578,0.34,-0.081,0.998,3.35,1.289,-1.692,-0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.798,71.0,72.01,46.518,65.636,71.0,76.0,29.156,97.509,0.0,39.92,38.54,89.0,20.804,43.112,0.317,2.0
24.161,24.161,6.646,6.646,1.483,0.886,0.169,0.0,0.0,0.0,0.0,0.198,0.005,0.014,0.032,0.042,0.012,0.006,0.099,0.062,0.095,0.322,4.648,1.483,5.22724,5.22724,5.05378,5.05378,0.17346,0.67991,0.12984,0.0,0.0,0.0,0.0,0.15158,0.00353,0.01044,0.02418,0.03203,0.00884,0.00497,0.07608,0.04736,0.07324,0.2468,3.565,0.17346,0.147,0.123,0.908,0.312,10.153,0.0,0.0,0.824,0.291,1.458,0.266,4.557,0.098,1.447,-1.318,0.464,0.295,0.924,2.982,1.302,-1.731,-0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.395,71.0,72.036,47.489,65.639,71.0,76.0,30.132,96.807,0.0,42.98,39.287,73.0,21.922,65.302,25.994,4.0
8.431,8.431,2.038,2.038,1.478,0.827,0.157,0.0,0.0,0.0,0.0,0.209,0.005,0.015,0.032,0.042,0.009,0.005,0.084,0.077,0.093,0.315,0.17,1.478,1.73634,1.73634,1.56339,1.56339,0.17295,0.6346,0.12028,0.0,0.0,0.0,0.0,0.16024,0.00353,0.01116,0.02418,0.03203,0.00692,0.00406,0.06472,0.05868,0.07161,0.24131,0.13007,0.17295,0.12,0.096,0.815,0.28,9.443,0.0,0.0,0.725,0.289,1.345,0.25,4.364,0.091,1.477,-0.976,0.409,0.154,0.702,2.83,1.189,-1.681,-0.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.041,71.0,72.022,48.916,65.663,71.0,76.0,23.863,95.806,0.0,44.06,39.988,71.0,18.343,63.4,2.853,4.0
8.012,8.012,1.915,1.915,1.477,0.838,0.16,0.0,0.0,0.0,0.0,0.232,0.006,0.016,0.032,0.041,0.01,0.006,0.09,0.059,0.098,0.329,0.0,1.477,1.64152,1.64152,1.46868,1.46868,0.17284,0.64283,0.12255,0.0,0.0,0.0,0.0,0.17756,0.00437,0.0126,0.02418,0.03126,0.00731,0.0043,0.06926,0.0453,0.07486,0.25228,0.0,0.17284,0.128,0.102,0.784,0.27,9.494,0.0,0.0,0.708,0.286,1.245,0.237,4.121,0.086,1.744,-0.655,0.392,0.04,0.742,2.965,1.118,-1.75,-0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.052,71.0,71.951,49.177,65.682,71.0,76.0,24.172,96.206,0.0,42.98,39.289,73.0,18.343,40.576,3.17,3.0
8.44,8.44,2.039,2.039,1.482,0.83,0.159,0.0,0.0,0.0,0.0,0.282,0.007,0.021,0.032,0.044,0.01,0.005,0.081,0.123,0.102,0.343,0.0,1.482,1.73754,1.73754,1.56416,1.56416,0.17338,0.63687,0.12198,0.0,0.0,0.0,0.0,0.21654,0.00521,0.01584,0.02418,0.03355,0.00731,0.00414,0.06245,0.09471,0.07812,0.26325,0.0,0.17338,0.123,0.102,0.941,0.323,9.337,0.0,0.0,0.822,0.286,1.19,0.233,4.013,0.091,1.923,-0.451,0.4,0.065,0.731,3.046,1.126,-2.066,-0.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.697,71.0,71.886,48.606,65.686,71.0,76.0,23.047,95.605,0.0,42.08,38.875,76.0,17.224,23.775,3.17,3.0
